year,month,SPY,QQQ,DIA,IWM,XLK,XLV,XLF,XLE,XLY,XLP,XLI,XLU,XLB,XLRE,XLC,xTNX,TLT,AGG,VIX
1998,12,,,,,,,,,,,,,,,,4.638000011444092,,,
1999,1,,,,,,,,,,,,,,,,4.711105296486302,,,
1999,2,,,,,,,,,,,,,,,,4.987473663530852,,,
1999,3,,,,,,,,,,,,,,,,5.218478244283925,,,
1999,4,,0.023823468608400677,,,,,,,,,,,,,,5.165190446944464,,,
1999,5,,-0.03141337606821759,,,,,,,,,,,,,,5.527550005912781,,,
1999,6,,0.10750711981509875,,,,,,,,,,,,,,5.888727253133601,,,
1999,7,,-0.01789583298144337,,,,,,,,,,,,,,5.777047656831288,,,
1999,8,,0.05466642871410188,,,,,,,,,,,,,,5.931409077210859,,,
1999,9,,0.008376438936049224,,,,,,,,,,,,,,5.90290473756336,,,
1999,10,,0.0924195858267669,,,,,,,,,,,,,,6.099049997329712,,,
1999,11,,0.11787052425113242,,,,,,,,,,,,,,6.018850064277649,,,
1999,12,,0.24319703829974482,,,,,,,,,,,,,,6.25977273420854,,,24.639999389648438
2000,1,-0.049786566589955616,-0.018467423709523256,-0.04874832136971563,,-0.061484975931366925,-0.02529065027086419,-0.02958595460535196,0.0080735284265665,-0.12424529044366017,0.008819928855434034,-0.08179432032348355,-0.017768166942084163,-0.12228102098284399,,,6.647249984741211,,,23.201999855041503
2000,2,-0.015226866677653272,0.19024373451257026,-0.07134584642138975,,0.10506779808633393,-0.06538678587986058,-0.10704600656056706,-0.042334546073117485,-0.05571536402832744,-0.11701451698621312,-0.05517269320414153,-0.121537629051232,-0.10046911473951092,,,6.517600011825562,,,23.595500183105468
2000,3,0.0969146608315099,0.025761370031369468,0.07913520439194799,,0.08389239582239671,0.0899506306655744,0.1826232685281386,0.12442403100911537,0.1415174121278444,0.03759347971939242,0.13920745326003514,0.10923699861933112,0.10089341735559643,,,6.246826088946799,,,22.718260806539785
2000,4,-0.035120320746562905,-0.13470329979996398,-0.016718145442935595,,-0.09184720181467088,-0.011716604100223571,0.009659536707592897,-0.014925319636725276,-0.020822671513592628,0.0530185574631703,0.014445641319889457,0.06545910487255058,-0.03322053467946395,,,5.978578969051964,,,27.16421077125951
2000,5,-0.01572301617275218,-0.12269098552415891,-0.019375866874025927,,-0.1039768869951554,-0.026804426559318473,0.02232098529179094,0.11742384823744256,-0.05398052662257391,0.07132882292464138,-0.004219129991118509,-0.0021947304485291363,-0.031556356603590574,,,6.427227302031084,,,26.373181863264605
2000,6,0.019681924694483044,0.12405988748712526,-0.008364506395105553,0.0868274400597735,0.099555980197096,0.0021183650934091247,-0.04850130869754854,-0.05501619023508464,-0.054101497474904225,0.056612508101451464,-0.0393308029720254,-0.03396679532194191,-0.08551143209190093,,,6.083772680976174,,,21.539999961853027
2000,7,-0.015702039462886286,-0.0428094106981084,0.007411654810718371,-0.027664650047661832,-0.05305669971318683,-0.01479903472737698,0.0881573925575796,-0.038105075056789395,0.01587304139096224,-0.03653276883624257,0.015468945800132694,0.015481273914932148,0.008750288727797262,,,6.039599990844726,,,19.89300012588501
2000,8,0.06534073650366179,0.13626782660422365,0.07231086165247347,0.06965199387412313,0.1017057721145429,0.0354076507371448,0.1015728378323757,0.10920831716111912,-0.041466347104874623,-0.012210735267128014,0.09902006478586967,0.038961237833067264,0.02287054202692529,,,5.820391302523405,,,18.08869569197945
2000,9,-0.054861954153750614,-0.1266906431426711,-0.050748447041669476,-0.03276785248754921,-0.17965787683682333,-0.03626937053118118,0.021738899962563618,0.01644073525401457,0.0012242982495784815,0.04429586022400911,-0.02904181934568706,0.13214300336210694,-0.0980323086350281,,,5.78805000782013,,,19.6875
2000,10,-0.004678426250686152,-0.07940176742187421,0.027426868628647183,-0.044632275846403835,-0.05727716438127384,0.015053933213523107,-0.008620159927555604,-0.027181744822766918,-0.012554298195087799,0.0694184014879704,0.02249445481704604,0.058082925062057145,0.08770427404221715,,,5.735000025142323,,,25.200000069358133
2000,11,-0.07465281828865156,-0.22910679702457026,-0.04448236968921182,-0.09974731880224419,-0.20514675850938024,-0.09110192331533762,-0.05108700128899557,-0.05245034688854988,-0.024793256458012336,0.03450308726093443,-0.03399945734147358,-0.000457159606120916,-0.025296505958974147,,,5.7023333594912575,,,26.382857095627557
2000,12,-0.005226814302913163,-0.07318291041247194,0.023889407457346135,0.07924203999357693,-0.09892081084484117,0.016500624346517112,0.08532764307143226,0.10209447184077525,0.0704700022892275,0.036375521180536996,0.03950606253924449,-0.013646177716187369,0.1408886782162646,,,5.228449916839599,,,26.530499839782713
2001,1,0.044459023331515635,0.10149904358855344,0.018823877963496383,0.05378584962287358,0.19121784868968872,0.07229350721358774,-0.002372594706473441,-0.03186469223228683,0.11628810729780126,-0.0729100538519517,0.0038401263605818414,-0.05627130287242854,-0.026695500897716773,,,5.139619055248442,,,24.91857147216797
2001,2,-0.09538702049146164,-0.2620530100666463,-0.03231096385777743,-0.06689782669329325,-0.2490619276045265,-0.019165128880160087,-0.06727825812986654,-0.012138331753264953,-0.07140353864189031,0.0060420853234322,-0.059929717410270644,0.02075359599083626,0.012949484110567289,,,5.088736785085578,,,23.411579132080078
2001,3,-0.05603710779366122,-0.17492123123517356,-0.05438725497601504,-0.046396308105560835,-0.11460149582506429,-0.06402974660272032,-0.029952299293212525,-0.029832327759718336,-0.014582212709721154,-0.06935747780651735,-0.09577002700592407,-0.014335430121561576,-0.05008010033769661,,,4.8766818263313985,,,28.496818369085137
2001,4,0.08543982119615245,0.17879977446568573,0.08235869486857084,0.08258901660836471,0.16169334439439687,0.07382545008348718,0.03617167029290669,0.10325742274003313,0.046377768801383557,0.01941753351379849,0.11432874245479208,0.0482580084935087,0.10666001162186545,,,5.122250032424927,,,28.13399991989136
2001,5,-0.005605175041113131,-0.03076911154552142,0.018963741232297826,0.021649786746920308,-0.04095800996960586,0.03819429831845178,0.04400000592682951,-0.009448484532677215,0.023809722022543056,0.014682970902350156,0.04184906618117745,0.007012487410157586,0.03846177919324445,,,5.368045460094105,,,22.944090929898348
2001,6,-0.023829738840113968,0.02168587439060432,-0.03420728643109927,0.03110369515608813,0.019543767611003737,-0.011296264722556959,-0.007156111292686229,-0.0911306776438654,-0.007874610689169614,-0.04625304003504571,-0.06178753750482413,-0.050175253479596615,-0.034513438985971145,,,5.254000027974446,,,20.94047619047619
2001,7,-0.0101954838099928,-0.08621448328508052,-0.0009252932272110215,-0.05564245307482141,-0.06922275116041277,-0.01996640755890411,-0.009507330524318403,-0.011532425296918558,0.044452801992207025,0.030439968116082294,-0.002076365661874302,-0.008988625918724402,-0.00272001745567485,,,5.199761912936256,,,22.31619053795224
2001,8,-0.059332260520675195,-0.12284480141883947,-0.04795595163151556,-0.024317304308059118,-0.12204405857890877,-0.05075980004107028,-0.0661211742978488,-0.04233293530758098,-0.08754344867244102,0.004790429806165619,-0.03432684073392489,-0.03563326282672019,-0.004090185432867988,,,4.960999986399775,,,21.86173903423807
2001,9,-0.08163074000994497,-0.20884508115572276,-0.11342490828652252,-0.14580894554897417,-0.16377046265427986,-0.14479265535160402,-0.05634557479047586,-0.09623353994836037,-0.12631617497000658,-0.0012052015112793413,-0.14651904206998034,-0.009557930383865654,-0.11844480698553139,,,4.734533341725667,,,35.065333429972334
2001,10,0.013022200194953593,0.16977199443031954,0.02747762592920666,0.06500192192798027,0.10909045098446479,0.005107332858673264,-0.014181513958167025,0.04027979710656293,0.05267764625002114,-0.0063849360550460865,0.017743735150521633,-0.05263186240502227,0.027083254112253208,,,4.540739163108494,,,32.721304603244945
2001,11,0.0779767519531338,0.16961597269207984,0.08873586073575734,0.07638047704761286,0.14941498617653104,0.11600296268777277,0.06494056640438517,-0.05584590034224313,0.13316850854792173,0.044177009109876764,0.10004195448310971,-0.012626411926730419,0.12677532595057994,,,4.6061905225118,,,26.63095238095238
2001,12,0.0056390345877326276,-0.01866332418168981,0.014429259693947705,0.05491546575880468,-0.02200538932249896,0.02419426856100748,0.019477676016984136,0.05717742582179608,0.04543375993766441,-0.019628976538584975,0.04528316108541741,0.03204713204472198,-0.02994926177306334,,,5.04769995212555,,,23.720000076293946
2002,1,-0.009798559208679558,-0.010279475232620627,-0.004709818088917128,-0.0015570580825459146,-0.010832871854624782,-0.007421511426356386,-0.011406770412359934,-0.035579865620392837,0.03286734689624149,-0.006693253004438349,-0.06317777779936762,-0.03603213301935759,0.02334254488267562,,,4.991619064694359,,,22.252857208251953
2002,2,-0.0179355727904863,-0.1228255708576328,0.020115663919269,-0.031185036173341896,-0.13016010814980472,0.04598196997578374,-0.01730746864534538,0.034174333996734196,0.0054162323654529665,0.021006771678610425,0.025049027001695423,-0.0018508758114168522,0.052920077175405034,,,4.903263192427786,,,22.875789843107526
2002,3,0.03327030485078142,0.06749547892564212,0.0273668142370469,0.07528918932427708,0.049394742180953743,0.05801344262902175,0.06616049465773566,0.0885241926154785,0.01272206826421085,0.016127013372572163,0.02705399400119113,0.05332085697568312,0.030750502994530526,,,5.2728999853134155,,,18.98499994277954
2002,4,-0.05815590406420079,-0.12007751820713064,-0.03986344696308042,0.011988387662781541,-0.1209046965235262,-0.006083268157851096,-0.025414600324611736,-0.035998630032425094,-0.027962718623973815,-0.037164979929072084,-0.06901589154278165,-0.06068102997402869,-0.04723732705106187,,,5.193863651969216,,,19.900454607876863
2002,5,-0.0059336012967475815,-0.05326175190680926,-0.001085311665528943,-0.04738402689226684,-0.04146991559141444,0.013940739804192859,-0.0030238495195274995,-0.01759416852437834,-0.005136831804111508,-0.01114240756987539,0.00433700338577836,-0.008311479085137075,0.04957932168443957,,,5.140818140723488,,,20.08772711320357
2002,6,-0.07380728045516338,-0.1311582989210377,-0.06600751757143053,-0.05812732912644425,-0.13362514420198235,-0.07153020689602818,-0.04277260336177924,-0.03662586676759105,-0.05267058213100673,-0.10189873506874014,-0.061330918345739005,-0.06725829864090671,-0.01703128498488604,,,4.894950008392334,,,25.270999908447266
2002,7,-0.07882009369936904,-0.0862068875800569,-0.056533917589835725,-0.13348020074416045,-0.09481665625785729,-0.02890197456044874,-0.0831341456349115,-0.13855007088506188,-0.11940295072665374,-0.042696991538552664,-0.056603724172891834,-0.14721633256973754,-0.1134114078342291,,,4.607909072529186,,,34.049544941295274
2002,8,0.006801731302630509,-0.015095374297005915,-0.005990892208165732,-0.0063654972604391125,-0.008380257945210468,0.00967201252483263,0.018655154876664914,0.015064855392220577,0.030178102349710745,0.007981308653144614,-0.015556121324025174,0.039651194382771315,-0.005349396912736948,,,4.240363641218706,0.05513116648195715,,33.742727366360754
